3.720	3.940	4.224	4.447
3.582	3.910	4.130	4.369
3.855	4.055	4.285	4.528
3.724	3.978	4.353	4.365
3.742	4.048	4.203	4.505
3.868	4.114	4.333	4.339
3.723	3.992	4.330	4.582
3.792	4.082	4.173	4.593
3.761	4.098	4.350	4.464
3.925	3.986	4.192	4.367
3.746	4.082	4.274	4.565
3.798	4.110	4.216	4.569
3.991	4.067	4.417	4.562
3.988	4.186	4.252	4.552
3.824	4.330	4.375	4.690
4.045	4.213	4.452	4.617
3.955	4.185	4.276	4.663
3.912	4.102	4.367	4.665
3.942	4.195	4.431	4.442
4.027	4.265	4.480	4.677
4.032	4.232	4.563	4.742
4.115	4.441	4.338	4.637
4.204	4.272	4.426	4.563
3.969	4.353	4.463	4.492
3.986	4.320	4.614	4.777
4.113	4.415	4.551	4.747
4.272	4.385	4.557	4.536
4.262	4.362	4.567	4.698
4.210	4.482	4.602	4.632
4.058	4.330	4.513	4.607
4.302	4.374	4.682	4.580
4.303	4.464	4.699	4.607
4.260	4.558	4.675	4.849
4.174	4.570	4.690	4.853
4.384	4.579	4.649	4.630
4.328	4.403	4.545	4.801
4.393	4.386	4.693	4.732
4.196	4.588	4.745	4.631
4.277	4.530	4.639	4.828
4.256	4.587	4.804	4.611
4.406	4.588	4.566	4.633
4.308	4.594	4.774	4.784
4.350	4.635	4.600	4.814
4.320	4.473	4.829	4.713
4.270	4.653	4.591	4.648
4.279	4.537	4.747	4.741
4.413	4.567	4.588	4.807
4.510	4.553	4.765	4.911
4.473	4.632	4.591	4.792
4.403	4.599	4.841	4.802
4.363	4.649	4.801	4.894
4.607	4.744	4.682	4.923
4.552	4.722	4.849	4.897
4.632	4.779	4.881	4.827
4.513	4.547	4.719	4.921
4.520	4.574	4.618	4.875
4.635	4.550	4.651	4.796
4.618	4.781	4.675	4.725
4.438	4.650	4.640	4.979
4.627	4.570	4.913	4.879
4.573	4.568	4.716	4.807
4.649	4.803	4.655	4.939
4.504	4.766	4.817	4.988
4.611	4.647	4.747	4.929
4.583	4.733	4.843	4.727
4.785	4.822	4.710	4.834
4.712	4.901	4.901	4.890
4.693	4.891	4.878	4.786
4.686	4.700	4.839	4.913
4.598	4.783	4.825	4.985
4.733	4.854	4.867	4.834
4.779	4.853	4.980	4.761
4.736	4.907	4.863	4.975
4.707	4.786	4.823	4.966
4.844	4.699	4.765	4.760
4.788	4.931	4.879	4.710
4.769	4.663	4.860	4.860
4.717	4.675	4.994	4.734
4.770	4.676	4.748	4.892
4.695	4.760	4.893	4.816
4.730	4.735	4.902	4.741
4.757	4.824	4.940	4.819
4.615	4.777	4.812	4.725
4.868	4.898	4.967	4.877
4.820	4.835	4.920	4.903
4.917	4.823	4.809	4.713
4.906	4.932	4.836	4.709
4.901	4.916	4.711	4.798
4.926	4.710	4.748	4.733
4.684	4.869	4.733	4.852
4.827	4.901	4.916	4.938
4.858	4.784	4.938	4.772
4.961	4.928	4.755	4.706
4.782	4.751	4.867	4.709
4.957	4.755	4.805	4.738
4.708	4.758	4.702	4.873
4.904	4.963	4.687	4.771
4.806	4.940	4.822	4.780
4.906	4.771	4.849	4.655
4.960	4.968	4.936	4.639
4.833	4.889	4.900	4.842
4.765	4.972	4.910	4.670
4.856	4.714	4.826	4.841
4.903	4.705	4.886	4.764
4.968	4.959	4.902	4.683
4.814	4.840	4.674	4.781
4.696	4.924	4.881	4.644
4.744	4.709	4.851	4.581
4.802	4.900	4.885	4.695
4.993	4.879	4.730	4.700
4.962	4.710	4.666	4.593
4.742	4.959	4.724	4.654
4.944	4.695	4.870	4.606
4.969	4.755	4.701	4.589
4.768	4.930	4.877	4.785
4.952	4.855	4.622	4.562
4.753	4.776	4.738	4.557
4.966	4.852	4.761	4.766
4.853	4.881	4.891	4.775
4.955	4.910	4.628	4.587
4.779	4.705	4.870	4.688
4.907	4.659	4.764	4.700
4.911	4.891	4.601	4.662
4.801	4.835	4.831	4.703
4.696	4.868	4.684	4.429
4.752	4.756	4.588	4.692
4.831	4.698	4.760	4.678
4.742	4.630	4.757	4.464
4.842	4.856	4.773	4.484
4.834	4.906	4.770	4.568
4.737	4.846	4.612	4.473
4.676	4.765	4.611	4.387
4.759	4.860	4.543	4.622
4.695	4.839	4.742	4.462
4.720	4.767	4.632	4.504
4.776	4.575	4.714	4.347
4.725	4.650	4.650	4.461
4.928	4.738	4.672	4.407
4.881	4.770	4.466	4.423
4.636	4.543	4.640	4.355
4.895	4.671	4.635	4.258
4.809	4.532	4.599	4.520
4.764	4.728	4.463	4.463
4.802	4.687	4.452	4.456
4.740	4.724	4.467	4.194
4.739	4.679	4.471	4.291
4.598	4.568	4.518	4.427
4.713	4.752	4.442	4.308
4.579	4.756	4.575	4.265
4.779	4.554	4.484	4.269
4.730	4.456	4.405	4.174
4.836	4.692	4.568	4.273
4.722	4.447	4.389	4.167
4.689	4.438	4.516	4.151
4.766	4.684	4.418	4.110
4.608	4.561	4.490	4.104
4.606	4.601	4.475	4.083
4.564	4.506	4.468	4.171
4.507	4.659	4.206	4.168
4.567	4.400	4.209	4.036
4.629	4.626	4.175	3.974
4.573	4.410	4.301	4.081
4.586	4.592	4.312	4.005
4.596	4.423	4.403	4.065
4.694	4.528	4.343	4.062
4.694	4.373	4.370	3.947
4.706	4.481	4.112	4.082
4.555	4.305	4.066	3.845
4.539	4.498	4.084	3.819
4.456	4.472	4.267	4.031
4.579	4.303	4.247	4.056
4.623	4.273	4.146	3.768
4.382	4.196	4.087	3.958
4.471	4.227	4.054	3.780
4.560	4.199	3.966	3.864
4.432	4.387	3.980	3.958
4.352	4.139	3.970	3.915
4.375	4.287	4.003	3.813
4.488	4.363	4.162	3.915
4.308	4.133	4.032	3.853
4.532	4.094	4.109	3.840
4.367	4.221	4.032	3.709
4.323	4.326	4.108	3.773
4.404	4.108	3.835	3.594
4.392	4.157	3.884	3.584
4.342	4.202	4.044	3.696
4.480	4.050	3.896	3.545
4.440	4.108	3.821	3.615
4.328	4.048	3.809	3.484
4.230	3.996	3.963	3.635
4.371	4.109	3.874	3.473
4.344	3.916	3.865	3.629
4.202	3.893	3.775	3.357
4.337	4.048	3.773	3.510
4.241	4.079	3.783	3.517
4.283	4.089	3.619	3.413
4.276	3.818	3.683	3.278
4.176	3.874	3.553	3.316
4.304	3.927	3.697	3.243
4.103	4.044	3.750	3.301
4.050	3.826	3.487	3.475
4.013	3.742	3.518	3.245
4.181	3.897	3.456	3.211
3.969	3.749	3.579	3.164
4.101	3.697	3.526	3.315
3.995	3.664	3.454	3.273
4.140	3.798	3.609	3.066
4.100	3.908	3.517	3.205
4.022	3.767	3.364	3.289
3.896	3.582	3.356	3.049
3.931	3.788	3.344	3.219
3.905	3.748	3.303	2.942
3.955	3.616	3.327	3.102
4.048	3.557	3.466	2.982
4.023	3.669	3.235	2.939
3.826	3.609	3.240	2.897
3.730	3.461	3.343	3.059
3.884	3.654	3.110	2.929
3.845	3.668	3.172	2.940
3.868	3.629	3.336	2.982
3.807	3.437	3.275	2.754
3.769	3.531	3.135	2.982
3.617	3.426	3.001	2.866
3.645	3.332	3.038	2.691
3.806	3.489	2.961	2.754
3.545	3.527	2.949	2.754
3.797	3.389	3.163	2.682
3.609	3.319	3.073	2.781
3.751	3.257	2.852	2.693
3.462	3.347	2.954	2.769
3.608	3.188	2.928	2.559
3.593	3.348	2.781	2.463
3.504	3.166	2.850	2.653
3.621	3.153	2.790	2.549
3.484	3.335	2.836	2.464
3.448	3.129	2.855	2.591
3.402	3.109	2.942	2.454
3.405	3.150	2.865	2.300
3.303	3.006	2.633	2.344
3.377	3.109	2.681	2.246
3.398	2.940	2.640	2.443
3.324	3.171	2.597	2.201
3.325	2.928	2.508	2.315
3.379	2.857	2.771	2.226
3.396	2.957	2.521	2.179
3.246	2.870	2.553	2.290
3.332	2.869	2.531	2.251
3.278	2.755	2.401	2.232
3.288	2.895	2.459	2.121
3.040	2.803	2.381	2.055
3.262	2.723	2.391	1.970
3.067	2.684	2.354	1.958
2.993	2.704	2.265	2.019
3.207	2.821	2.353	2.115
2.948	2.698	2.334	2.023
2.945	2.809	2.249	1.875
3.093	2.748	2.328	1.996
2.825	2.555	2.199	2.015
3.056	2.607	2.297	1.778
3.050	2.573	2.086	1.921
2.773	2.485	2.146	1.838
2.880	2.503	2.046	1.909
2.723	2.349	2.250	1.711
2.902	2.378	1.979	1.686
2.854	2.454	2.168	1.782
2.708	2.419	2.154	1.547
2.892	2.404	1.932	1.494
2.637	2.275	1.896	1.505
2.838	2.367	2.032	1.504
2.729	2.398	2.059	1.666
2.753	2.214	1.786	1.377
2.745	2.153	1.994	1.437
2.736	2.196	1.798	1.505
2.689	2.169	1.800	1.474
2.477	2.172	1.800	1.483
2.609	2.224	1.759	1.461
2.513	2.056	1.689	1.200
2.592	2.174	1.667	1.239
2.356	2.015	1.543	1.389
2.341	2.011	1.543	1.358
2.422	2.098	1.529	1.201
2.441	1.965	1.633	1.278
2.239	1.904	1.702	1.220
2.219	2.038	1.398	1.200
2.144	1.790	1.380	1.113
2.277	1.883	1.392	0.941
2.170	1.714	1.420	0.928
2.127	1.913	1.420	0.939
2.321	1.913	1.275	0.914
2.209	1.751	1.298	0.902
2.127	1.825	1.335	0.789
2.191	1.719	1.182	0.892
2.199	1.741	1.264	0.844
2.163	1.661	1.202	0.944
2.057	1.504	1.215	0.682
1.916	1.602	1.270	0.729
2.061	1.633	1.143	0.696
1.909	1.557	1.088	0.748
1.915	1.497	1.195	0.584
1.723	1.355	0.927	0.565
1.769	1.417	1.097	0.601
1.703	1.428	1.112	0.680
1.701	1.513	0.919	0.450
1.789	1.209	1.082	0.538
1.695	1.181	0.837	0.613
1.728	1.193	0.740	0.477
1.796	1.314	0.773	0.408
1.783	1.118	0.795	0.408
1.565	1.158	0.833	0.301
1.522	1.190	0.885	0.338
1.505	1.203	0.723	0.339
1.501	1.247	0.591	0.334
1.393	1.015	0.558	0.134
1.526	1.159	0.642	0.210
1.487	1.007	0.656	0.073
1.511	0.962	0.698	0.168
1.521	0.940	0.622	0.171
1.315	1.036	0.629	-0.029
1.397	0.871	0.414	0.167
1.379	0.814	0.482	-0.057
1.152	0.929	0.407	-0.056
1.137	0.835	0.325	-0.075
1.124	0.839	0.432	0.000
1.220	0.629	0.291	0.054
1.093	0.674	0.210	-0.151
1.050	0.840	0.202	-0.214
1.125	0.748	0.275	-0.241
1.122	0.593	0.284	-0.347
1.088	0.650	0.077	-0.168
0.963	0.588	0.268	-0.237
0.967	0.410	0.180	-0.278
0.893	0.542	0.177	-0.468
0.759	0.504	0.142	-0.421
0.967	0.560	0.104	-0.447
0.860	0.401	-0.113	-0.449
0.698	0.449	-0.125	-0.389
0.840	0.440	0.062	-0.400
0.779	0.268	-0.201	-0.577
0.799	0.451	-0.119	-0.623
0.789	0.311	-0.191	-0.573
0.818	0.209	-0.042	-0.682
0.677	0.239	-0.313	-0.499
0.595	0.229	-0.372	-0.612
0.650	0.036	-0.222	-0.779
0.468	0.195	-0.150	-0.642
0.635	0.109	-0.211	-0.638
0.521	0.130	-0.289	-0.883
0.533	-0.070	-0.418	-0.775
0.491	0.102	-0.304	-0.970
0.364	0.004	-0.453	-0.884
0.444	-0.034	-0.529	-0.874
0.293	-0.013	-0.636	-1.050
0.454	-0.255	-0.572	-1.076
0.249	-0.169	-0.640	-1.003
0.161	-0.251	-0.559	-0.900
0.327	-0.225	-0.658	-1.129
0.322	-0.169	-0.709	-1.011
0.183	-0.234	-0.574	-1.053
0.042	-0.419	-0.712	-1.072
0.112	-0.477	-0.749	-1.179
0.202	-0.245	-0.721	-1.273
-0.089	-0.462	-0.822	-1.194
-0.135	-0.457	-0.957	-1.106
0.042	-0.591	-1.021	-1.231
0.076	-0.421	-0.827	-1.422
-0.038	-0.480	-0.883	-1.200
-0.251	-0.422	-0.854	-1.334
-0.036	-0.552	-1.096	-1.282
-0.161	-0.676	-1.119	-1.393
-0.113	-0.584	-0.944	-1.475
-0.099	-0.617	-1.019	-1.622
-0.179	-0.621	-0.969	-1.417
-0.360	-0.840	-1.229	-1.609
-0.201	-0.653	-1.245	-1.661
-0.256	-0.806	-1.288	-1.476
-0.320	-0.849	-1.267	-1.616
-0.387	-0.713	-1.188	-1.591
-0.490	-0.860	-1.144	-1.652
-0.538	-0.927	-1.279	-1.660
-0.520	-0.885	-1.416	-1.866
-0.678	-1.073	-1.390	-1.872
-0.534	-0.888	-1.475	-1.709
-0.570	-0.900	-1.554	-1.906
-0.639	-0.994	-1.402	-1.978
-0.707	-1.090	-1.354	-2.009
-0.712	-1.236	-1.515	-1.969
-0.641	-1.046	-1.479	-1.926
-0.893	-1.267	-1.432	-1.995
-0.746	-1.137	-1.488	-1.897
-0.694	-1.238	-1.643	-1.960
-0.772	-1.297	-1.592	-2.124
-0.920	-1.432	-1.597	-2.006
-0.928	-1.403	-1.848	-2.181
-0.901	-1.270	-1.803	-2.212
-0.973	-1.304	-1.760	-2.211
-0.940	-1.268	-1.837	-2.261
-0.912	-1.410	-1.804	-2.266
-0.968	-1.368	-1.769	-2.270
-1.213	-1.456	-1.747	-2.217
-1.118	-1.619	-1.900	-2.379
-1.038	-1.617	-1.801	-2.232
-1.206	-1.636	-2.006	-2.307
-1.077	-1.490	-2.070	-2.302
-1.228	-1.504	-1.906	-2.365
-1.401	-1.739	-2.122	-2.346
-1.367	-1.761	-2.131	-2.336
-1.228	-1.802	-2.167	-2.567
-1.215	-1.830	-2.011	-2.417
-1.501	-1.759	-2.250	-2.576
-1.504	-1.724	-2.077	-2.622
-1.574	-1.763	-2.157	-2.573
-1.455	-1.906	-2.367	-2.745
-1.417	-2.037	-2.331	-2.699
-1.634	-1.915	-2.356	-2.595
-1.527	-1.927	-2.203	-2.644
-1.522	-1.954	-2.486	-2.779
-1.760	-1.925	-2.235	-2.719
-1.701	-2.042	-2.520	-2.763
-1.765	-2.047	-2.473	-2.790
-1.647	-2.022	-2.401	-2.783
-1.842	-1.980	-2.420	-2.976
-1.839	-2.145	-2.625	-2.725
-1.798	-2.086	-2.508	-2.809
-1.780	-2.097	-2.631	-2.767
-1.735	-2.275	-2.696	-3.058
-1.731	-2.109	-2.593	-3.080
-2.027	-2.331	-2.675	-3.009
-1.856	-2.215	-2.641	-2.899
-1.935	-2.211	-2.783	-3.117
-2.078	-2.378	-2.774	-3.145
-1.909	-2.302	-2.639	-3.114
-2.054	-2.279	-2.906	-3.020
-2.125	-2.434	-2.879	-3.080
-2.156	-2.564	-2.709	-3.162
-2.017	-2.369	-2.820	-3.279
-2.163	-2.464	-2.774	-3.055
-2.035	-2.540	-3.018	-3.357
-2.179	-2.461	-2.891	-3.214
-2.205	-2.661	-2.856	-3.302
-2.141	-2.736	-2.827	-3.423
-2.308	-2.694	-3.034	-3.462
-2.365	-2.759	-2.931	-3.338
-2.468	-2.581	-3.070	-3.336
-2.380	-2.661	-3.042	-3.353
-2.358	-2.840	-3.124	-3.318
-2.294	-2.754	-3.016	-3.333
-2.308	-2.717	-3.224	-3.405
-2.465	-2.720	-3.059	-3.396
-2.438	-2.812	-3.210	-3.373
-2.376	-2.863	-3.276	-3.478
-2.493	-2.855	-3.090	-3.510
-2.642	-2.918	-3.337	-3.436
-2.698	-3.051	-3.204	-3.513
-2.607	-2.933	-3.144	-3.441
-2.620	-2.990	-3.307	-3.747
-2.576	-2.900	-3.322	-3.704
-2.849	-2.911	-3.264	-3.771
-2.837	-2.959	-3.417	-3.593
-2.882	-3.141	-3.548	-3.819
-2.815	-3.260	-3.506	-3.688
-2.727	-3.179	-3.464	-3.846
-2.728	-3.190	-3.521	-3.620
-2.821	-3.162	-3.377	-3.744
-2.954	-3.258	-3.590	-3.750
-2.853	-3.180	-3.453	-3.807
-2.921	-3.348	-3.576	-3.835
-2.803	-3.157	-3.716	-3.973
-3.095	-3.328	-3.648	-3.733
-2.897	-3.295	-3.615	-3.913
-2.895	-3.333	-3.750	-3.791
-3.069	-3.286	-3.505	-3.999
-3.209	-3.394	-3.788	-3.979
-3.139	-3.272	-3.837	-3.821
-3.030	-3.344	-3.630	-3.896
-3.104	-3.585	-3.867	-3.972
-3.102	-3.579	-3.816	-3.936
-3.235	-3.537	-3.768	-3.899
-3.074	-3.385	-3.682	-4.019
-3.098	-3.476	-3.867	-3.909
-3.275	-3.422	-3.797	-4.076
-3.376	-3.507	-3.982	-4.142
-3.297	-3.679	-4.010	-4.209
-3.309	-3.675	-3.779	-4.108
-3.387	-3.785	-4.017	-4.202
-3.350	-3.806	-3.840	-4.281
-3.261	-3.584	-4.025	-4.204
-3.423	-3.613	-3.843	-4.060
-3.418	-3.672	-4.048	-4.166
-3.408	-3.671	-3.854	-4.194
-3.579	-3.800	-3.900	-4.147
-3.421	-3.641	-3.933	-4.362
-3.629	-3.935	-3.909	-4.277
-3.625	-3.770	-4.149	-4.325
-3.478	-3.786	-3.939	-4.392
-3.537	-3.945	-4.115	-4.429
-3.629	-3.790	-4.027	-4.217
-3.560	-3.913	-4.124	-4.288
-3.763	-3.968	-4.235	-4.425
-3.622	-4.062	-4.012	-4.407
-3.534	-3.931	-4.304	-4.349
-3.723	-4.064	-4.217	-4.488
-3.852	-4.045	-4.173	-4.290
-3.787	-3.967	-4.090	-4.339
-3.899	-3.923	-4.191	-4.548
-3.894	-4.019	-4.217	-4.454
-3.938	-3.993	-4.118	-4.471
-3.941	-4.107	-4.180	-4.576
-3.711	-4.051	-4.227	-4.565
-3.816	-4.230	-4.371	-4.465
-3.834	-4.069	-4.217	-4.480
-3.844	-4.104	-4.194	-4.558
-4.040	-4.094	-4.434	-4.429
-3.820	-4.234	-4.245	-4.531
-3.923	-4.093	-4.516	-4.469
-3.971	-4.251	-4.407	-4.504
-4.100	-4.076	-4.541	-4.645
-3.918	-4.207	-4.463	-4.719
-3.888	-4.172	-4.492	-4.499
-4.163	-4.335	-4.512	-4.576
-4.187	-4.370	-4.437	-4.635
-4.075	-4.173	-4.604	-4.636
-4.182	-4.220	-4.514	-4.655
-4.197	-4.348	-4.485	-4.683
-4.149	-4.304	-4.436	-4.649
-4.166	-4.421	-4.358	-4.749
-4.184	-4.361	-4.605	-4.556
-4.040	-4.300	-4.549	-4.601
-4.238	-4.379	-4.637	-4.680
-4.242	-4.411	-4.694	-4.694
-4.265	-4.450	-4.705	-4.671
-4.116	-4.332	-4.533	-4.680
-4.183	-4.282	-4.588	-4.574
-4.193	-4.392	-4.519	-4.588
-4.249	-4.481	-4.637	-4.628
-4.371	-4.528	-4.738	-4.759
-4.344	-4.492	-4.749	-4.744
-4.308	-4.612	-4.543	-4.845
-4.275	-4.401	-4.662	-4.827
-4.228	-4.429	-4.698	-4.877
-4.480	-4.601	-4.651	-4.781
-4.338	-4.531	-4.538	-4.784
-4.461	-4.521	-4.549	-4.755
-4.357	-4.642	-4.641	-4.788
-4.310	-4.619	-4.666	-4.771
-4.361	-4.433	-4.806	-4.846
-4.566	-4.731	-4.734	-4.896
-4.535	-4.555	-4.855	-4.671
-4.372	-4.492	-4.758	-4.799
-4.441	-4.639	-4.636	-4.902
-4.552	-4.610	-4.781	-4.745
-4.504	-4.551	-4.747	-4.944
-4.492	-4.511	-4.758	-4.771
-4.594	-4.720	-4.668	-4.668
-4.546	-4.739	-4.850	-4.718
-4.542	-4.618	-4.908	-4.876
-4.642	-4.526	-4.619	-4.821
-4.447	-4.809	-4.759	-4.720
-4.507	-4.715	-4.751	-4.768
-4.518	-4.760	-4.674	-4.799
-4.603	-4.658	-4.677	-4.823
-4.703	-4.811	-4.841	-4.800
-4.479	-4.763	-4.816	-4.797
-4.758	-4.814	-4.789	-4.721
-4.528	-4.814	-4.721	-4.806
-4.703	-4.822	-4.886	-4.835
-4.564	-4.647	-4.953	-4.765
-4.508	-4.859	-4.968	-4.739
-4.605	-4.794	-4.849	-4.766
-4.787	-4.634	-4.866	-4.745
-4.578	-4.684	-4.916	-4.805
-4.596	-4.731	-4.758	-4.850
-4.720	-4.710	-4.832	-4.778
-4.758	-4.753	-4.720	-4.858
-4.615	-4.656	-4.862	-4.737
-4.691	-4.733	-4.702	-4.767
-4.717	-4.792	-4.979	-4.809
-4.747	-4.708	-4.911	-4.821
-4.711	-4.823	-4.714	-4.778
-4.771	-4.849	-4.803	-4.925
-4.663	-4.907	-4.897	-4.829
-4.867	-4.965	-4.894	-4.915
-4.804	-4.833	-4.728	-4.755
-4.781	-4.857	-4.781	-4.801
-4.808	-4.965	-4.953	-4.925
-4.888	-4.941	-4.873	-4.964
-4.698	-4.740	-4.851	-4.818
-4.900	-4.738	-4.940	-4.821
-4.652	-4.738	-4.738	-4.814
-4.787	-4.913	-4.869	-4.749
-4.928	-4.809	-4.983	-4.953
-4.899	-4.794	-4.932	-4.675
-4.702	-4.867	-4.831	-4.854
-4.718	-4.934	-4.977	-4.723
-4.916	-4.737	-4.945	-4.794
-4.706	-4.856	-4.915	-4.929
-4.938	-4.878	-4.957	-4.656
-4.675	-4.942	-4.733	-4.918
-4.739	-4.958	-4.734	-4.633
-4.968	-5.000	-4.916	-4.738
-4.775	-4.794	-4.854	-4.699
-4.750	-4.877	-4.875	-4.764
-4.790	-4.958	-4.793	-4.638
-4.913	-4.755	-4.798	-4.658
-4.825	-4.943	-4.832	-4.640
-4.797	-4.788	-4.905	-4.696
-4.841	-4.890	-4.768	-4.660
-4.714	-4.721	-4.818	-4.656
-4.758	-4.880	-4.840	-4.631
-4.997	-4.952	-4.850	-4.769
-4.902	-4.785	-4.672	-4.650
-4.850	-4.876	-4.692	-4.829
-4.768	-4.689	-4.722	-4.822
-4.918	-4.778	-4.629	-4.772
-4.890	-4.961	-4.848	-4.767
-4.867	-4.694	-4.754	-4.610
-4.932	-4.802	-4.786	-4.585
-4.977	-4.730	-4.610	-4.635
-4.885	-4.942	-4.734	-4.594
-4.846	-4.752	-4.725	-4.682
-4.877	-4.911	-4.862	-4.719
-4.906	-4.929	-4.678	-4.550
-4.797	-4.765	-4.619	-4.751
-4.759	-4.747	-4.567	-4.695
-4.935	-4.677	-4.566	-4.564
-4.911	-4.674	-4.793	-4.476
-4.926	-4.794	-4.711	-4.602
-4.736	-4.805	-4.754	-4.572
-4.914	-4.747	-4.765	-4.516
-4.736	-4.649	-4.655	-4.553
-4.725	-4.635	-4.799	-4.475
-4.725	-4.697	-4.728	-4.624
-4.955	-4.763	-4.534	-4.635
-4.823	-4.638	-4.565	-4.619
-4.865	-4.746	-4.514	-4.569
-4.757	-4.848	-4.664	-4.466
-4.896	-4.675	-4.723	-4.462
-4.781	-4.836	-4.489	-4.316
-4.792	-4.748	-4.489	-4.469
-4.905	-4.653	-4.535	-4.325
-4.835	-4.557	-4.619	-4.330
-4.840	-4.765	-4.619	-4.409
-4.795	-4.743	-4.529	-4.457
-4.650	-4.686	-4.670	-4.253
-4.791	-4.714	-4.606	-4.274
-4.621	-4.580	-4.438	-4.192
-4.765	-4.521	-4.466	-4.426
-4.641	-4.715	-4.517	-4.241
-4.670	-4.598	-4.331	-4.447
-4.592	-4.589	-4.478	-4.305
-4.762	-4.573	-4.424	-4.293
-4.858	-4.713	-4.411	-4.332
-4.822	-4.722	-4.464	-4.332
-4.837	-4.460	-4.488	-4.147
-4.670	-4.708	-4.484	-4.108
-4.577	-4.673	-4.330	-4.132
-4.808	-4.667	-4.259	-4.052
-4.714	-4.537	-4.292	-4.084
